Date,carat,depth,table,price,x,y,z,cut,color,clarity
12-09-08,0.7,61,60,2850,5.74,5.77,3.51,Very Good,E,VS2
15-09-08,0.7,60.8,59,2850,5.69,5.79,3.49,Ideal,F,VS2
16-09-08,0.75,61.5,56,2850,5.83,5.87,3.6,Ideal,J,SI1
17-09-08,1.2,63.1,60,2850,6.75,6.67,4.23,Very Good,H,I1
18-09-08,0.8,63.4,57,2851,5.89,5.82,3.71,Very Good,F,SI1
19-09-08,0.66,62.1,56,2851,5.54,5.57,3.45,Ideal,D,VS1
22-09-08,0.87,61,63,2851,6.22,6.07,3.75,Very Good,F,SI2
23-09-08,0.86,62.7,59,2851,6.04,5.98,3.77,Premium,H,SI1
24-09-08,0.74,61,57,2851,5.85,5.81,3.56,Ideal,F,SI1
25-09-08,0.58,60.6,59,2852,5.37,5.43,3.27,Very Good,E,IF
26-09-08,0.78,61.5,57,2852,5.88,5.92,3.63,Ideal,I,VS1
29-09-08,0.74,61.3,55,2852,5.85,5.86,3.59,Ideal,G,SI1
30-09-08,0.73,62.7,55,2852,5.7,5.79,3.6,Ideal,E,SI1
01-10-08,0.91,63.5,57,2852,6.12,6.07,3.87,Very Good,I,SI1
02-10-08,0.71,62.6,58,2853,5.67,5.7,3.56,Premium,F,VS2
03-10-08,0.71,63.5,55,2853,5.64,5.66,3.59,Good,G,VS1
06-10-08,0.79,62.8,57,2853,5.9,5.85,3.69,Ideal,D,SI2
07-10-08,0.79,60,60,2853,6.07,6.03,3.63,Premium,D,SI2
08-10-08,0.71,62.7,58,2853,5.73,5.66,3.57,Premium,E,SI1
09-10-08,0.82,61.9,58,2853,5.99,5.97,3.7,Premium,I,VS1
10-10-08,0.78,61.9,57.1,2854,5.87,5.95,3.66,Very Good,H,VS1
13-10-08,0.7,62.4,56,2854,5.64,5.7,3.54,Very Good,E,VS1
14-10-08,1.12,59.1,61,2854,6.78,6.75,4,Premium,H,I1
15-10-08,0.73,62,57,2854,5.86,5.76,3.6,Premium,E,VS2
16-10-08,0.91,64.4,62,2854,6.06,6.03,3.89,Fair,J,VS2
17-10-08,0.91,65.4,60,2854,6.04,6,3.94,Fair,J,VS2
20-10-08,0.91,64.2,58,2854,6.12,6.09,3.92,Good,J,VS2
21-10-08,0.91,65.8,58,2854,6.04,6.01,3.96,Fair,H,SI1
22-10-08,0.7,58.4,59,2854,5.91,5.83,3.43,Premium,E,VS1
23-10-08,0.68,61.7,57,2854,5.67,5.64,3.49,Premium,F,VVS2
24-10-08,0.73,62.5,57,2855,5.7,5.75,3.58,Very Good,F,VS2
27-10-08,1.03,63.6,57,2855,6.38,6.29,4.03,Good,J,SI1
28-10-08,0.74,62.4,57,2855,5.8,5.74,3.6,Premium,D,VS2
29-10-08,0.98,53.3,67,2855,6.82,6.74,3.61,Fair,E,SI2
30-10-08,1.02,53,63,2856,6.84,6.77,3.66,Fair,I,SI1
31-10-08,1,67.8,61,2856,5.96,5.9,4.02,Fair,G,SI2
03-11-08,1.02,61.6,55,2856,6.49,6.43,3.98,Ideal,H,SI2
04-11-08,0.6,60.8,57,2856,5.44,5.49,3.32,Ideal,F,VVS2
05-11-08,0.8,61.6,56,2856,5.97,6.01,3.69,Ideal,G,SI2
06-11-08,0.97,60.7,56,2856,6.43,6.41,3.9,Ideal,F,I1
07-11-08,1,67.9,62,2856,6.19,6.03,4.15,Fair,I,SI1
10-11-08,0.26,62.3,57,556,4.05,4.08,2.53,Ideal,E,VS1
11-11-08,0.26,62.1,56,556,4.09,4.12,2.55,Ideal,E,VS1
12-11-08,0.36,61.9,55,556,4.57,4.59,2.83,Ideal,H,SI1
13-11-08,0.34,57.5,61,556,4.6,4.66,2.66,Good,G,VS2
14-11-08,0.34,63.3,57,556,4.44,4.47,2.82,Good,E,SI1
17-11-08,0.34,63.5,55,556,4.44,4.47,2.83,Good,E,SI1
18-11-08,0.34,63.4,55,556,4.44,4.46,2.82,Good,E,SI1
19-11-08,0.34,59.6,62,556,4.54,4.56,2.71,Very Good,G,VS2
20-11-08,0.34,62.2,54,556,4.47,4.5,2.79,Ideal,E,SI1
21-11-08,0.32,64.1,54,556,4.34,4.37,2.79,Good,E,VS2
24-11-08,0.31,61.6,55,557,4.36,4.41,2.7,Ideal,I,VVS1
25-11-08,0.31,61.3,56,557,4.36,4.38,2.68,Ideal,I,VVS1
26-11-08,0.31,62.3,54,557,4.37,4.4,2.73,Ideal,I,VVS1
28-11-08,0.31,62,54,557,4.37,4.4,2.72,Ideal,I,VVS1
01-12-08,0.31,62.7,53,557,4.33,4.35,2.72,Ideal,I,VVS1
02-12-08,0.31,62.2,53,557,4.36,4.38,2.72,Ideal,I,VVS1
03-12-08,0.31,62.2,53.6,557,4.32,4.35,2.7,Ideal,G,VS2
04-12-08,0.31,61.6,54.8,557,4.35,4.37,2.69,Ideal,H,VS1
05-12-08,0.31,61.8,54.2,557,4.33,4.37,2.69,Ideal,H,VS1
08-12-08,0.33,59.4,59,557,4.52,4.5,2.68,Premium,G,SI2
09-12-08,0.33,62.3,58,557,4.43,4.4,2.75,Premium,F,SI2
10-12-08,0.33,62.6,58,557,4.42,4.4,2.76,Premium,G,SI2
11-12-08,0.33,61.9,56,557,4.45,4.41,2.74,Ideal,G,SI2
12-12-08,0.33,63,58,557,4.42,4.4,2.78,Premium,F,SI2
15-12-08,0.33,62.8,58,557,4.41,4.38,2.76,Premium,J,VS1
16-12-08,0.33,61.5,61,557,4.46,4.39,2.72,Premium,J,VS1
17-12-08,0.33,62.1,55,557,4.44,4.41,2.75,Ideal,J,VS1
18-12-08,0.33,63,57,557,4.39,4.37,2.76,Ideal,I,SI1
19-12-08,0.33,63.6,53,557,4.43,4.4,2.81,Good,I,SI1
22-12-08,0.33,60.4,59,557,4.54,4.5,2.73,Premium,I,SI1
23-12-08,1,66.1,56,2856,6.21,5.97,4.04,Fair,H,SI2
24-12-08,0.77,60.8,59,2856,5.92,5.86,3.58,Premium,F,SI1
26-12-08,0.77,61,58,2856,5.94,5.9,3.61,Premium,F,SI1
29-12-08,0.7,60.1,63,2857,5.68,5.71,3.42,Good,E,VVS2
30-12-08,0.9,63.1,58,2857,6.08,6.02,3.82,Very Good,G,SI2
31-12-08,0.72,62.3,57,2857,5.76,5.7,3.57,Ideal,E,SI1
02-01-09,0.9,61.9,59,2857,6.2,6.14,3.82,Premium,I,VS2
05-01-09,0.72,62.1,58,2857,5.76,5.73,3.57,Premium,E,SI1
06-01-09,0.7,62.1,56,2858,5.63,5.71,3.52,Ideal,G,VVS2
07-01-09,0.81,61.3,57,2858,6.02,6.05,3.7,Very Good,F,SI1
08-01-09,0.81,61.7,57,2858,6,6.05,3.72,Very Good,F,SI1
09-01-09,0.71,61,60,2858,5.76,5.69,3.49,Premium,E,VS2
12-01-09,0.7,61.4,59,2858,5.73,5.7,3.51,Premium,E,VS2
13-01-09,0.71,61.5,60,2858,5.76,5.68,3.52,Premium,E,VS2
14-01-09,0.71,63.5,59,2858,5.68,5.59,3.58,Very Good,E,VS2
15-01-09,0.92,62.9,58,2858,6.22,6.18,3.9,Premium,J,SI1
16-01-09,0.76,62.7,54,2858,5.88,5.83,3.67,Ideal,E,SI1
20-01-09,0.73,61.5,56,2858,5.84,5.8,3.58,Ideal,D,SI1
21-01-09,0.71,60.4,62,2858,5.74,5.72,3.46,Premium,D,VS2
22-01-09,0.7,63.6,62,2858,5.61,5.58,3.56,Good,E,VVS2
23-01-09,0.9,64.5,56,2858,6.06,6,3.89,Fair,G,SI2
26-01-09,0.71,56.9,65,2858,5.89,5.84,3.34,Fair,D,VS2
27-01-09,0.7,61,57,2859,5.76,5.74,3.51,Ideal,D,VS2
28-01-09,0.7,62.4,56,2859,5.72,5.66,3.55,Premium,D,VS2
29-01-09,0.77,60.9,60,2859,5.91,5.88,3.59,Premium,F,VS1
30-01-09,0.71,61.5,56,2859,5.74,5.78,3.54,Ideal,G,VS1
02-02-09,0.7,59.6,61,2859,5.8,5.77,3.45,Premium,D,VS2
03-02-09,0.75,55.8,70,2859,6.09,5.98,3.37,Fair,F,VS1
04-02-09,0.83,59.2,60,2859,6.17,6.12,3.64,Premium,E,SI2
05-02-09,0.71,61.3,61,2860,5.68,5.73,3.5,Very Good,F,VS2
06-02-09,0.9,63.6,58,2860,6.07,6.1,3.87,Very Good,J,SI2
09-02-09,0.6,61.9,54.9,2860,5.41,5.44,3.35,Ideal,E,VVS2
10-02-09,0.71,62.9,57,2860,5.66,5.6,3.54,Premium,D,VS1
11-02-09,0.53,61.4,57,2860,5.23,5.2,3.2,Ideal,F,VVS1
12-02-09,0.71,60.7,58,2861,5.95,5.78,3.56,Premium,D,SI1
13-02-09,0.62,61.6,56,2861,5.45,5.48,3.37,Ideal,G,VVS2
17-02-09,0.62,61.6,56,2861,5.48,5.51,3.38,Ideal,G,VVS2
18-02-09,0.9,63,58,2861,6.09,6.01,3.81,Premium,I,SI1
19-02-09,0.62,60.1,61,2861,5.53,5.56,3.33,Fair,F,IF
20-02-09,0.82,61.7,59,2861,6.01,5.98,3.7,Premium,E,SI2
23-02-09,0.66,61,58,2861,5.67,5.57,3.43,Premium,D,VS1
24-02-09,0.7,62.5,55,2862,5.67,5.72,3.56,Very Good,D,SI1
25-02-09,0.8,62.6,58,2862,5.9,5.92,3.7,Very Good,F,SI1
26-02-09,0.8,62.5,59,2862,5.88,5.92,3.69,Very Good,D,SI2
27-02-09,0.79,62.3,54,2862,5.97,5.91,3.7,Premium,F,SI1
02-03-09,0.71,63.2,60,2862,5.65,5.61,3.56,Very Good,F,VVS1
03-03-09,0.7,61.1,57,2862,5.71,5.74,3.5,Ideal,H,VS2
04-03-09,0.7,58.7,63,2862,5.73,5.69,3.35,Very Good,E,VS2
05-03-09,0.79,60,60,2862,6.07,5.99,3.64,Premium,H,VS1
06-03-09,0.7,59.5,59,2862,5.82,5.77,3.45,Premium,E,VS2
09-03-09,1.22,60.9,57,2862,6.93,6.88,4.21,Premium,E,I1
10-03-09,1.01,67.6,57,2862,6.21,6.11,4.18,Fair,E,SI2
11-03-09,0.73,62.5,61,2862,5.78,5.64,3.59,Premium,E,VS2
12-03-09,0.91,64.3,58,2863,6.05,6.09,3.9,Good,I,VS2
13-03-09,0.71,60.8,56,2863,5.8,5.77,3.52,Ideal,D,SI1
16-03-09,0.83,62.3,58,2863,6.01,5.97,3.73,Premium,G,SI1
17-03-09,0.84,62.3,59,2863,6.06,6.01,3.76,Premium,F,SI2
18-03-09,0.71,61,61,2863,5.82,5.75,3.53,Premium,D,SI1
19-03-09,0.71,59.7,59,2863,5.82,5.8,3.47,Premium,D,SI1
20-03-09,0.71,61.7,56,2863,5.8,5.68,3.54,Premium,D,SI1
23-03-09,0.71,61.7,57,2863,5.75,5.7,3.53,Ideal,D,SI1
24-03-09,0.71,61.4,58,2863,5.79,5.75,3.54,Premium,D,SI1
25-03-09,0.71,60.6,58,2863,5.79,5.77,3.5,Premium,D,SI1
26-03-09,0.91,59.5,62,2863,6.4,6.18,3.74,Premium,J,SI1
27-03-09,0.9,59.8,62,2863,6.24,6.21,3.72,Premium,J,VS2
30-03-09,0.71,61.5,62,2863,5.74,5.68,3.51,Premium,H,VVS2
31-03-09,0.71,59.1,61,2863,5.84,5.8,3.44,Premium,E,SI1
01-04-09,0.72,59.5,57,2863,5.91,5.86,3.5,Ideal,F,VS2
02-04-09,0.72,60.9,60,2863,5.78,5.74,3.51,Premium,E,SI1
03-04-09,0.71,61,55,2863,5.79,5.75,3.52,Ideal,E,VS2
06-04-09,0.81,60.3,57,2864,6.07,6.04,3.65,Ideal,E,SI2
07-04-09,0.83,61.6,58,2865,6.05,6.07,3.73,Very Good,I,VS2
08-04-09,0.73,60.8,55,2865,5.87,5.81,3.55,Premium,D,SI1
09-04-09,0.56,62,56,2866,5.25,5.3,3.27,Very Good,D,VVS1
13-04-09,0.56,61.8,55,2866,5.27,5.31,3.27,Very Good,D,VVS1
14-04-09,0.71,62.2,55,2866,5.74,5.7,3.56,Ideal,E,VS1
15-04-09,0.7,62.3,58,2866,5.66,5.7,3.54,Ideal,H,VVS1
16-04-09,0.96,61.3,58,2866,6.39,6.3,3.89,Premium,I,SI1
17-04-09,0.71,62.9,57,2867,5.67,5.69,3.57,Very Good,H,VVS1
20-04-09,0.7,62.4,57,2867,5.68,5.61,3.52,Ideal,D,VS2
21-04-09,0.71,60.4,57,2867,5.78,5.81,3.5,Ideal,H,VVS1
22-04-09,0.8,61.2,53,2867,6.05,5.98,3.68,Premium,H,VS2
23-04-09,0.95,58.4,57,2867,6.49,6.41,3.77,Premium,F,SI2
24-04-09,0.82,62.3,56,2867,5.99,5.95,3.72,Ideal,F,SI2
27-04-09,0.52,61.2,56,2867,5.21,5.19,3.18,Ideal,F,VVS1
28-04-09,0.82,61.7,53,2867,6.12,6,3.74,Ideal,F,SI2
29-04-09,0.82,62.3,56,2867,6.02,5.96,3.73,Ideal,F,SI2
30-04-09,0.82,59.7,57,2867,6.14,6.12,3.66,Premium,F,SI2
01-05-09,0.8,61.3,57,2867,5.96,5.91,3.64,Ideal,G,SI1
04-05-09,0.96,68.2,61,2867,6.07,5.88,4.1,Fair,F,SI2
05-05-09,0.72,62.4,55,2868,5.72,5.75,3.58,Ideal,I,VS1
06-05-09,0.62,60.5,57,2868,5.52,5.56,3.35,Ideal,G,IF
07-05-09,0.79,61,58,2868,5.96,5.9,3.62,Premium,E,SI2
08-05-09,0.75,63.1,56,2868,5.78,5.7,3.62,Very Good,E,SI1
11-05-09,1.08,61.9,60,2869,6.55,6.48,4.03,Premium,D,I1
12-05-09,0.72,60.8,55,2869,5.77,5.84,3.53,Ideal,E,SI1
13-05-09,0.62,61.8,56,2869,5.43,5.47,3.37,Ideal,G,IF
14-05-09,0.73,61.3,57,2869,5.84,5.81,3.57,Ideal,G,VVS2
15-05-09,0.72,60.9,57,2869,5.79,5.77,3.52,Ideal,H,VVS2
18-05-09,0.52,61.8,60,2870,5.16,5.13,3.18,Premium,F,VVS2
19-05-09,0.83,62.2,57,2870,6,6.05,3.75,Ideal,E,SI2
20-05-09,0.64,62.1,58,2870,5.56,5.51,3.44,Premium,E,VVS2
21-05-09,0.8,62.5,57,2870,5.94,5.9,3.7,Ideal,G,SI1
22-05-09,0.74,62.1,56,2870,5.77,5.83,3.6,Ideal,H,SI1
26-05-09,0.72,61.5,56,2870,5.72,5.79,3.54,Ideal,F,SI1
27-05-09,0.82,59.5,57,2870,6.12,6.09,3.63,Ideal,H,VS2
28-05-09,0.73,61.3,59,2870,5.81,5.78,3.55,Premium,E,VS1
29-05-09,1.04,61.6,61,2870,6.47,6.45,3.98,Premium,I,I1
01-06-09,0.73,61.3,58,2871,5.76,5.83,3.55,Very Good,E,SI1
02-06-09,0.73,63.6,57,2871,5.7,5.72,3.63,Good,E,SI1
03-06-09,0.9,62.8,59,2871,6.13,6.03,3.82,Premium,J,SI1
04-06-09,0.75,61.8,55,2871,5.83,5.85,3.61,Ideal,I,SI1
05-06-09,0.79,62.6,55,2871,5.91,5.95,3.71,Ideal,G,SI1
08-06-09,0.7,62.5,56.7,2872,5.59,5.62,3.51,Good,D,SI1
09-06-09,0.75,60.7,55,2872,5.87,5.92,3.58,Very Good,D,SI1
10-06-09,1.02,61.7,56,2872,6.44,6.49,3.99,Ideal,I,I1
11-06-09,0.7,59,62,2872,5.79,5.81,3.42,Very Good,G,SI2
12-06-09,0.7,61.8,56,2872,5.63,5.73,3.51,Ideal,D,SI1
15-06-09,0.7,61.4,64,2872,5.66,5.71,3.49,Good,E,SI1
16-06-09,0.7,61.4,54,2872,5.71,5.75,3.52,Ideal,D,SI1
17-06-09,0.7,60.7,56,2872,5.72,5.75,3.48,Ideal,D,SI1
18-06-09,0.7,60.2,60,2872,5.75,5.82,3.48,Very Good,D,SI1
19-06-09,0.72,58.3,57,2872,5.89,5.94,3.45,Very Good,E,VS2
22-06-09,0.74,62.3,58,2872,5.74,5.78,3.59,Ideal,E,SI1
23-06-09,0.84,65.1,55,2872,5.88,5.97,3.86,Good,G,SI1
24-06-09,0.76,62,58,2873,5.8,5.86,3.62,Very Good,F,VS2
25-06-09,0.77,63.2,58,2873,5.8,5.84,3.68,Very Good,E,SI1
26-06-09,0.76,62.8,56,2873,5.78,5.82,3.64,Ideal,E,SI2
29-06-09,1,61.7,56,2873,6.45,6.41,3.97,Ideal,I,SI2
30-06-09,1,65.5,62,2873,6.14,6.07,4,Fair,H,SI1
01-07-09,0.9,65.7,58,2873,6.03,6,3.95,Fair,I,SI1
02-07-09,0.9,61.8,58,2873,6.16,6.13,3.8,Premium,J,SI1
06-07-09,0.9,64,61,2873,6,5.96,3.83,Good,J,SI1
07-07-09,0.9,65.3,61,2873,5.98,5.94,3.89,Fair,I,SI1
08-07-09,0.9,65.8,56,2873,6.01,5.96,3.94,Fair,I,SI1
09-07-09,0.9,60.9,61,2873,6.26,6.22,3.8,Premium,J,SI1
10-07-09,0.78,62.6,58,2874,5.91,5.82,3.67,Premium,F,VS2
13-07-09,0.71,61.2,59,2874,5.69,5.74,3.5,Premium,D,VS2
14-07-09,0.7,59,59,2874,5.79,5.77,3.41,Premium,F,VS1
15-07-09,0.7,60.8,62,2874,5.71,5.67,3.46,Premium,F,VS1
16-07-09,0.7,61.8,58,2874,5.67,5.63,3.49,Premium,G,VVS2
17-07-09,0.7,61,55,2874,5.77,5.73,3.51,Ideal,F,VS1
20-07-09,0.7,61.6,55,2874,5.75,5.71,3.53,Ideal,F,VS1
21-07-09,0.7,62.4,56,2874,5.69,5.65,3.54,Ideal,F,VS1
22-07-09,0.7,62.9,59,2874,5.68,5.61,3.55,Premium,G,VVS2
23-07-09,1,67.7,60,2875,6.11,5.98,4.09,Fair,H,SI2
24-07-09,0.77,62.4,56,2875,5.84,5.9,3.66,Ideal,H,SI1
27-07-09,1,65.5,55,2875,6.3,6.25,4.11,Fair,J,VS1
28-07-09,1,66.3,61,2875,6.08,6.03,4.01,Fair,I,SI1
29-07-09,1,69.5,55,2875,6.17,6.1,4.26,Fair,H,SI2
30-07-09,0.73,62.6,60,2876,5.68,5.75,3.58,Premium,E,VS1
31-07-09,0.79,60.6,53,2876,6.04,5.98,3.64,Premium,E,VS2
03-08-09,0.72,62.2,54,2877,5.74,5.76,3.57,Very Good,H,VS1
04-08-09,0.71,62.4,56,2877,5.75,5.7,3.57,Ideal,E,VS1
05-08-09,0.74,62.3,55,2877,5.8,5.83,3.62,Ideal,G,VS2
06-08-09,0.7,62.7,56,2877,5.6,5.66,3.53,Good,H,VVS1
07-08-09,0.7,59.1,62,2877,5.82,5.86,3.44,Good,F,VS1
10-08-09,0.79,62.8,59,2878,5.86,5.89,3.69,Very Good,F,SI1
11-08-09,0.79,62.7,60,2878,5.82,5.89,3.67,Very Good,F,SI1
12-08-09,0.79,59.7,58,2878,6,6.07,3.6,Very Good,D,SI2
13-08-09,0.71,61.5,55,2878,5.76,5.78,3.55,Ideal,I,VS2
14-08-09,0.79,62.8,56,2878,5.88,5.9,3.7,Ideal,F,SI1
17-08-09,0.73,61.4,56,2879,5.81,5.86,3.58,Very Good,F,SI1
18-08-09,0.63,60.3,62,2879,5.55,5.53,3.34,Premium,E,IF
19-08-09,0.7,60.4,60,2879,5.73,5.7,3.45,Premium,F,VS1
20-08-09,0.71,62.7,58,2879,5.71,5.67,3.57,Premium,F,VS1
21-08-09,0.84,61,56,2879,6.13,6.1,3.73,Ideal,G,SI2
24-08-09,0.84,62.3,55,2879,6.08,6.03,3.77,Ideal,G,SI2
25-08-09,1.02,60.3,54,2879,6.53,6.5,3.93,Ideal,J,SI2
26-08-09,0.72,56.9,69,2879,5.93,5.77,3.33,Fair,F,VS1
27-08-09,0.72,62,56,2879,5.76,5.73,3.56,Ideal,F,VS1
28-08-09,0.92,58.7,61,2880,6.34,6.43,3.75,Very Good,J,SI2
31-08-09,0.74,63.9,57,2880,5.72,5.74,3.66,Very Good,D,SI1
01-09-09,0.7,62,55,2881,5.74,5.71,3.55,Ideal,H,VVS1
02-09-09,0.71,60,59,2881,5.84,5.83,3.5,Very Good,E,VS2
03-09-09,1.05,62,59,2881,6.5,6.47,4.02,Premium,H,I1
04-09-09,0.7,62.8,56,2882,5.62,5.65,3.54,Very Good,H,IF
08-09-09,0.54,61.8,56,2882,5.23,5.26,3.24,Ideal,F,VVS1
09-09-09,0.73,59.9,58,2882,5.87,5.84,3.51,Premium,F,VS2
10-09-09,0.88,56.6,65,2882,6.39,6.32,3.6,Fair,F,SI1
11-09-09,0.73,58.7,57,2882,5.97,5.92,3.49,Premium,F,VS2
14-09-09,0.72,61.8,56,2883,5.75,5.81,3.57,Ideal,D,SI1
15-09-09,0.9,62.7,64,2883,6.09,6,3.79,Good,H,SI2
16-09-09,0.9,65,61,2883,6.01,5.96,3.89,Fair,H,SI2
17-09-09,1.03,65.3,55,2884,6.32,6.27,4.11,Fair,I,SI2
18-09-09,0.84,63.8,57,2885,5.95,6,3.81,Very Good,F,SI1
21-09-09,1.01,62.7,60,2885,6.36,6.27,3.96,Premium,I,SI1
22-09-09,0.77,61.5,55,2885,5.9,5.93,3.64,Ideal,D,SI2
23-09-09,0.8,56.3,63,2885,6.22,6.14,3.48,Fair,E,SI1
24-09-09,0.9,66.9,57,2885,6.02,5.9,3.99,Fair,D,SI2
25-09-09,0.73,61.4,56,2886,5.79,5.81,3.56,Ideal,E,SI1
28-09-09,0.72,62.7,55,2886,5.64,5.69,3.55,Ideal,E,SI1
29-09-09,0.71,62.4,54,2887,5.71,5.79,3.59,Very Good,D,SI1
30-09-09,0.7,62.6,59,2887,5.66,5.69,3.55,Premium,E,VS1
01-10-09,0.79,61.7,59,2888,5.93,5.96,3.67,Ideal,I,VS1
02-10-09,0.72,62.5,58,2889,5.68,5.72,3.56,Very Good,G,VVS2
05-10-09,0.7,63.5,54,2889,5.62,5.66,3.58,Very Good,E,VS2
06-10-09,0.7,62.2,58,2889,5.64,5.75,3.54,Very Good,F,VS1
07-10-09,0.9,63.5,58,2889,6.09,6.14,3.88,Good,H,SI2
08-10-09,0.71,62.8,56,2889,5.69,5.72,3.58,Very Good,F,VS1
09-10-09,0.5,62.2,54,2889,5.08,5.12,3.17,Ideal,E,VVS2
12-10-09,0.5,62.2,54,2889,5.09,5.11,3.17,Ideal,E,VVS2
13-10-09,0.74,61.2,56,2889,5.83,5.87,3.58,Ideal,F,SI1
14-10-09,0.77,61.8,56,2889,5.94,5.9,3.66,Premium,F,VS2
15-10-09,0.77,59.8,61,2889,5.99,5.95,3.57,Premium,E,SI1
16-10-09,0.8,61.5,54,2890,6.07,6,3.71,Ideal,F,SI1
19-10-09,0.8,62.4,57,2890,5.9,5.87,3.67,Ideal,F,SI1
20-10-09,0.8,61.5,60,2890,5.97,5.94,3.66,Premium,F,SI1
21-10-09,0.8,63.8,59,2890,5.87,5.83,3.73,Good,F,SI1
22-10-09,0.66,61.5,56,2890,5.61,5.58,3.44,Ideal,G,VVS1
23-10-09,0.71,61.2,58,2891,5.71,5.79,3.52,Very Good,E,VS2
26-10-09,0.71,61.2,56,2891,5.73,5.77,3.52,Ideal,F,VS2
27-10-09,0.71,61.6,56,2891,5.74,5.76,3.54,Ideal,E,VS2
28-10-09,0.71,62.7,56,2891,5.71,5.75,3.59,Ideal,E,VS2
29-10-09,0.72,61.1,56,2891,5.78,5.81,3.54,Ideal,D,SI1
30-10-09,0.71,62.3,61,2891,5.7,5.73,3.56,Good,D,VS2
02-11-09,0.86,61.8,55,2892,6.12,6.14,3.79,Ideal,H,SI2
03-11-09,1.19,65.1,59,2892,6.62,6.55,4.29,Fair,H,I1
04-11-09,0.71,62.6,55,2893,5.66,5.71,3.56,Very Good,F,VS1
05-11-09,0.82,62.5,56,2893,5.99,6.04,3.76,Very Good,G,SI2
06-11-09,0.71,61.5,57,2893,5.73,5.75,3.53,Ideal,G,VVS2
09-11-09,0.75,62.5,57,2893,5.78,5.83,3.63,Ideal,F,VS2
10-11-09,0.7,59.2,60,2893,5.87,5.78,3.45,Very Good,H,VVS1
11-11-09,0.8,62.5,55,2893,5.89,5.92,3.69,Ideal,G,SI2
12-11-09,0.82,59.9,62,2893,6.02,6.04,3.61,Good,G,SI2
13-11-09,0.82,63.4,55,2893,6,5.93,3.78,Very Good,G,SI1
16-11-09,0.82,59.9,59,2893,6.09,6.06,3.64,Premium,G,SI1
17-11-09,0.81,62.4,57,2894,5.91,5.99,3.71,Very Good,E,SI2
18-11-09,0.81,62.2,57,2894,5.96,6,3.72,Ideal,G,SI2
19-11-09,0.76,61.4,56,2894,5.88,5.92,3.62,Ideal,F,SI1
20-11-09,0.71,60.9,56,2895,5.75,5.78,3.51,Very Good,G,VS2
23-11-09,0.7,61.8,59,2895,5.66,5.76,3.53,Very Good,F,VS1
24-11-09,0.7,62.1,53,2895,5.71,5.75,3.56,Ideal,G,VVS2
25-11-09,0.74,59.8,58,2896,5.85,5.89,3.51,Very Good,G,VS1
27-11-09,0.77,61.3,60,2896,5.81,5.91,3.59,Very Good,G,VS2
30-11-09,0.77,58.3,63,2896,6,6.05,3.51,Very Good,G,VS2
01-12-09,0.53,61.6,56,2896,5.18,5.24,3.21,Ideal,F,VVS1
02-12-09,0.79,61.5,56,2896,5.91,5.96,3.65,Ideal,D,SI1
03-12-09,0.73,61.5,55,2896,5.82,5.86,3.59,Ideal,E,SI2
04-12-09,0.77,62.1,56,2896,5.83,5.89,3.64,Ideal,D,SI2
07-12-09,0.77,60.9,58,2896,5.94,5.88,3.6,Premium,E,SI1
08-12-09,1.01,63.1,57,2896,6.39,6.35,4.02,Very Good,I,I1
09-12-09,1.01,61.5,57,2896,6.46,6.45,3.97,Ideal,I,I1
10-12-09,0.6,60.6,57,2897,5.48,5.51,3.33,Very Good,D,VVS2
11-12-09,0.76,61.1,58,2897,5.91,5.85,3.59,Premium,E,SI1
14-12-09,0.54,61.4,52,2897,5.3,5.34,3.26,Ideal,D,VVS2
15-12-09,0.72,62.5,55,2897,5.69,5.74,3.57,Ideal,E,SI1
16-12-09,0.72,59.4,61,2897,5.82,5.89,3.48,Good,F,VS1
17-12-09,0.74,61.8,58,2897,5.81,5.77,3.58,Premium,D,VS2
18-12-09,1.12,60.6,59,2898,6.68,6.61,4.03,Premium,J,SI2
21-12-09,0.75,62.3,55,2898,5.83,5.8,3.62,Ideal,D,SI1
22-12-09,0.77,62.6,57,2898,5.92,5.81,3.67,Ideal,D,SI1
23-12-09,0.98,57.9,56,2898,6.51,6.47,3.76,Good,H,SI2
24-12-09,0.79,61.1,57,2898,5.98,5.93,3.64,Ideal,G,SI1
28-12-09,0.79,62.3,57,2898,5.9,5.85,3.66,Ideal,G,SI1
29-12-09,0.79,62.3,57,2898,5.9,5.85,3.66,Ideal,G,SI1
30-12-09,0.79,62.3,57,2898,5.9,5.85,3.66,Ideal,G,SI1
31-12-09,0.79,62.3,57,2898,5.9,5.85,3.66,Ideal,G,SI1
04-01-10,0.79,62.3,57,2898,5.9,5.85,3.66,Ideal,G,SI1
05-01-10,0.7,59.9,61,2899,5.75,5.81,3.46,Good,G,VVS1
06-01-10,0.7,61.9,58,2900,5.71,5.72,3.54,Very Good,F,SI1
07-01-10,0.72,62.7,58,2900,5.68,5.65,3.55,Premium,D,VS1
08-01-10,0.8,62.7,58,2901,5.91,5.93,3.71,Premium,F,SI1
11-01-10,0.81,63,56,2901,5.95,5.9,3.73,Ideal,E,SI2
12-01-10,0.81,62.5,59,2901,5.97,5.9,3.71,Premium,E,SI2
13-01-10,0.74,61.9,57,2901,5.81,5.78,3.59,Ideal,E,VS2
14-01-10,0.73,62,60,2902,5.76,5.73,3.56,Premium,E,VS2
15-01-10,0.73,61.4,55,2902,5.82,5.8,3.57,Ideal,E,VS2
